Entry	Entry name	Status	Protein names	Organism	Gene names  (primary )	Cross-reference (RefSeq)	Cross-reference (PhosphoSitePlus)
A8WCF8	TPRGL_RAT	reviewed	Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein)	Rattus norvegicus (Rat)	Tprg1l	NP_001103788.1;NP_001258014.1;	A8WCF8;
Q67ES1	TR113_RAT	reviewed	Taste receptor type 2 member 113 (T2R113) (Taste receptor type 2 member 30) (T2R30)	Rattus norvegicus (Rat)	Tas2r113	NP_001160161.1;	
P04073	PEPC_RAT	reviewed	Gastricsin (EC 3.4.23.3) (Pepsinogen C)	Rattus norvegicus (Rat)	Pgc	NP_579818.1;	P04073;
P56222	PO3F2_RAT	reviewed	POU domain, class 3, transcription factor 2 (Brain-specific homeobox/POU domain protein 2) (Brain-2) (Brn-2) (Nervous system-specific octamer-binding transcription factor N-Oct-3) (Octamer-binding protein 7) (Oct-7) (Octamer-binding transcription factor 7) (OTF-7)	Rattus norvegicus (Rat)	Pou3f2		P56222;
Q62703	RCN2_RAT	reviewed	Reticulocalbin-2 (Calcium-binding protein ERC-55) (Taipoxin-associated calcium-binding protein 49) (TCBP-49)	Rattus norvegicus (Rat)	Rcn2	NP_058828.2;	Q62703;
Q5FVH8	R7BP_RAT	reviewed	Regulator of G-protein signaling 7-binding protein (R7 family-binding protein)	Rattus norvegicus (Rat)	Rgs7bp	NP_001012347.1;	
Q80WD1	R4RL2_RAT	reviewed	Reticulon-4 receptor-like 2 (Nogo receptor-like 3) (Nogo-66 receptor homolog 1) (Nogo-66 receptor-related protein 2) (NgR2)	Rattus norvegicus (Rat)	Rtn4rl2	NP_852045.1;	
P08424	RENI_RAT	reviewed	Renin (EC 3.4.23.15) (Angiotensinogenase)	Rattus norvegicus (Rat)	Ren1	NP_036774.4;	P08424;
P63174	RL38_RAT	reviewed	60S ribosomal protein L38	Rattus norvegicus (Rat)	Rpl38	NP_001071060.1;XP_001063134.1;XP_001065954.1;XP_001074532.1;XP_002726074.1;XP_008766615.1;	P63174;
Q6URK4	ROA3_RAT	reviewed	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	Rattus norvegicus (Rat)	Hnrnpa3	NP_001104764.1 [Q6URK4-1];NP_001104765.1 [Q6URK4-2];NP_937765.1 [Q6URK4-1];XP_008760133.1 [Q6URK4-2];XP_008760134.1 [Q6URK4-2];	Q6URK4;
Q5XI96	RNH2B_RAT	reviewed	Ribonuclease H2 subunit B (RNase H2 subunit B) (Ribonuclease HI subunit B)	Rattus norvegicus (Rat)	Rnaseh2b	NP_001007008.1;	
Q9Z1C8	RPGF3_RAT	reviewed	Rap guanine nucleotide exchange factor 3 (Exchange factor directly activated by cAMP 1) (Exchange protein directly activated by cAMP 1) (EPAC 1) (cAMP-regulated guanine nucleotide exchange factor I) (cAMP-GEFI)	Rattus norvegicus (Rat)	Rapgef3	NP_067722.1 [Q9Z1C8-2];	Q9Z1C8;
P62859	RS28_RAT	reviewed	40S ribosomal protein S28	Rattus norvegicus (Rat)	Rps28	NP_001099200.1;	P62859;
P81728	SPRT_RAT	reviewed	Sproutin (TA20)	Rattus norvegicus (Rat)			
Q4FZT8	SPRY4_RAT	reviewed	SPRY domain-containing protein 4	Rattus norvegicus (Rat)	Spryd4	NP_001032854.1;XP_006240808.1;	Q4FZT8;
P62850	RS24_RAT	reviewed	40S ribosomal protein S24	Rattus norvegicus (Rat)	Rps24	NP_112374.1 [P62850-1];XP_006252593.1 [P62850-3];XP_006252594.1 [P62850-3];XP_006252595.1 [P62850-2];	P62850;
P49242	RS3A_RAT	reviewed	40S ribosomal protein S3a (V-fos transformation effector protein) [Cleaved into: 40S ribosomal protein S3b]	Rattus norvegicus (Rat)	Rps3a	NP_058849.1;	P49242;
P62275	RS29_RAT	reviewed	40S ribosomal protein S29	Rattus norvegicus (Rat)	Rps29	NP_037008.1;XP_017447740.1;XP_017450716.1;XP_017454537.1;XP_017458134.1;XP_017458926.1;XP_017460190.1;	P62275;
Q9Z2P6	SNP29_RAT	reviewed	Synaptosomal-associated protein 29 (SNAP-29) (Golgi SNARE of 32 kDa) (Gs32) (Soluble 29 kDa NSF attachment protein) (Vesicle-membrane fusion protein SNAP-29)	Rattus norvegicus (Rat)	Snap29		Q9Z2P6;
Q66HP6	SPAT2_RAT	reviewed	Spermatogenesis-associated protein 2	Rattus norvegicus (Rat)	Spata2	NP_446127.3;XP_006235698.1;	Q66HP6;
P61808	SNN_RAT	reviewed	Stannin	Rattus norvegicus (Rat)	Snn	NP_001029255.1;	P61808;
O88583	SOCS3_RAT	reviewed	Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3)	Rattus norvegicus (Rat)	Socs3	NP_446017.1;	
Q8R4Z1	SPA12_RAT	reviewed	Serpin A12 (Visceral adipose tissue-derived serine protease inhibitor) (Vaspin) (Visceral adipose-specific serpin)	Rattus norvegicus (Rat)	Serpina12		Q8R4Z1;
P0C1G9	SOX11_RAT	reviewed	Transcription factor SOX-11	Rattus norvegicus (Rat)	Sox11	NP_445801.1;	
P30936	SSR3_RAT	reviewed	Somatostatin receptor type 3 (SS-3-R) (SS3-R) (SS3R) (SSR-28)	Rattus norvegicus (Rat)	Sstr3	NP_598206.1;XP_006242028.1;	P30936;
Q63537	SYN2_RAT	reviewed	Synapsin-2 (Synapsin II)	Rattus norvegicus (Rat)	Syn2	NP_001029192.1 [Q63537-1];NP_062032.1 [Q63537-2];	Q63537;
Q5M844	SYNE4_RAT	reviewed	Nesprin-4 (KASH domain-containing protein 4) (KASH4) (Nuclear envelope spectrin repeat protein 4)	Rattus norvegicus (Rat)	Syne4	NP_001009283.1;XP_017443924.1;	
Q68FR8	TBA3_RAT	reviewed	Tubulin alpha-3 chain (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain]	Rattus norvegicus (Rat)	Tuba3a; Tuba3b	NP_001019507.1;NP_001035097.1;	Q68FR8;
Q53UA7	TAOK3_RAT	reviewed	Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Axotomy-related gene 357 protein) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Thousand and one amino acid protein 3)	Rattus norvegicus (Rat)	Taok3	NP_001019425.1;	Q53UA7;
Q07258	TGFB3_RAT	reviewed	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	Rattus norvegicus (Rat)	Tgfb3	NP_037306.1;	Q07258;
Q99041	TGM4_RAT	reviewed	Protein-glutamine gamma-glutamyltransferase 4 (EC 2.3.2.13) (Dorsal prostate transglutaminase) (Dorsal protein 1) (DP1) (Transglutaminase-4) (TGase-4)	Rattus norvegicus (Rat)	Tgm4	NP_073204.2;	
O08629	TIF1B_RAT	reviewed	Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 2.3.2.27) (KRAB-associated protein 1) (Nuclear corepressor KAP-1) (RING-type E3 ubiquitin transferase TIF1-beta) (Tripartite motif-containing protein 28)	Rattus norvegicus (Rat)	Trim28	NP_446368.1;	O08629;
Q5HZE8	TM59L_RAT	reviewed	Transmembrane protein 59-like (Brain-specific membrane-anchored protein)	Rattus norvegicus (Rat)	Tmem59l		
Q569C0	TM100_RAT	reviewed	Transmembrane protein 100	Rattus norvegicus (Rat)	Tmem100	NP_001017479.1;XP_008766324.1;	Q569C0;
Q66H56	TTI2_RAT	reviewed	TELO2-interacting protein 2	Rattus norvegicus (Rat)	Tti2	NP_001013905.1;	Q66H56;
Q5XI57	TTL10_RAT	reviewed	Protein polyglycylase TTLL10 (EC 6.3.2.-) (Tubulin--tyrosine ligase-like protein 10)	Rattus norvegicus (Rat)	Ttll10	NP_001019929.1 [Q5XI57-2];NP_001164004.1;XP_006239624.1 [Q5XI57-2];	Q5XI57;
P0CD94	UQCC3_RAT	reviewed	Ubiquinol-cytochrome-c reductase complex assembly factor 3	Rattus norvegicus (Rat)	Uqcc3	NP_001162132.1;	
P62255	UB2G1_RAT	reviewed	Ubiquitin-conjugating enzyme E2 G1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G1) (E217K) (UBC7) (Ubiquitin carrier protein G1) (Ubiquitin-protein ligase G1) [Cleaved into: Ubiquitin-conjugating enzyme E2 G1, N-terminally processed]	Rattus norvegicus (Rat)	Ube2g1	NP_073181.1;	P62255;
P08721	OSTP_RAT	reviewed	Osteopontin (Bone sialoprotein 1) (Secreted phosphoprotein 1) (SPP-1)	Rattus norvegicus (Rat)	Spp1	NP_037013.2;XP_008768218.1;	P08721;
Q8R4V5	OIT3_MOUSE	reviewed	Oncoprotein-induced transcript 3 protein (Liver-specific zona pellucida domain-containing protein)	Mus musculus (Mouse)	Oit3	NP_035089.1 [Q8R4V5-1];	Q8R4V5;
P70580	PGRC1_RAT	reviewed	Membrane-associated progesterone receptor component 1 (mPR) (25-DX) (Acidic 25 kDa protein) (Ventral midline antigen) (VEMA)	Rattus norvegicus (Rat)	Pgrmc1	NP_068534.1;	P70580;
Q9Z1Z9	PDLI7_RAT	reviewed	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	Rattus norvegicus (Rat)	Pdlim7	NP_775148.1;XP_017455959.1;	Q9Z1Z9;
P51433	PA2G5_RAT	reviewed	Phospholipase A2 group V (EC 3.1.1.4) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5)	Rattus norvegicus (Rat)	Pla2g5	NP_058870.1;XP_006239201.1;XP_008762432.1;	
Q62923	PNOC_RAT	reviewed	Prepronociceptin [Cleaved into: Nocistatin; Nociceptin (ORL1 receptor agonist) (Orphanin FQ) (PPNOC); Orphanin FQ2]	Rattus norvegicus (Rat)	Pnoc	NP_037139.1;XP_006252261.1;	
Q63068	PHAX_RAT	reviewed	Phosphorylated adapter RNA export protein (26 kDa resiniferatoxin-binding protein) (RBP-26) (RNA U small nuclear RNA export adapter protein) (RTX-42) (Resiniferatoxin-binding protein 2) (RBP-2)	Rattus norvegicus (Rat)	Phax	NP_775156.2;	Q63068;
Q566E5	PLGT3_RAT	reviewed	Protein O-glucosyltransferase 3 (EC 2.4.1.-) (KDEL motif-containing protein 2) (Protein O-xylosyltransferase POGLUT3) (EC 2.4.2.-)	Rattus norvegicus (Rat)	Poglut3	NP_001020294.3;	Q566E5;
P62138	PP1A_RAT	reviewed	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)	Rattus norvegicus (Rat)	Ppp1ca	NP_113715.1;	P62138;
P10687	PLCB1_RAT	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 (EC 3.1.4.11) (PLC-154) (Phosphoinositide phospholipase C-beta-1) (Phospholipase C-I) (PLC-I) (Phospholipase C-beta-1) (PLC-beta-1)	Rattus norvegicus (Rat)	Plcb1	NP_001071109.1;XP_017446955.1;	P10687;
P22057	PTGDS_RAT	reviewed	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)	Rattus norvegicus (Rat)	Ptgds	NP_037147.1;	
Q8VD88	RNS1D_RAT	reviewed	Ribonuclease pancreatic delta-type (EC 4.6.1.18) (RNase 1 delta)	Rattus norvegicus (Rat)	Rnase1d	NP_001013250.1;	Q8VD88;
Q5M929	RN135_RAT	reviewed	E3 ubiquitin-protein ligase RNF135 (EC 2.3.2.27) (RING finger protein 135) (RING-type E3 ubiquitin transferase RNF135)	Rattus norvegicus (Rat)	Rnf135	NP_001012010.1;	Q5M929;
P25235	RPN2_RAT	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (Ribophorin II) (RPN-II) (Ribophorin-2)	Rattus norvegicus (Rat)	Rpn2	NP_113886.1;	P25235;
P0C2B9	RM42_RAT	reviewed	28S ribosomal protein L42, mitochondrial (L42mt) (MRP-L42) (28S ribosomal protein S32, mitochondrial) (MRP-S32) (S32mt)	Rattus norvegicus (Rat)	Mrpl42	XP_008760533.1;XP_008767800.1;	
A1A5P2	RRS1_RAT	reviewed	Ribosome biogenesis regulatory protein homolog	Rattus norvegicus (Rat)	Rrs1	NP_001073167.1;	A1A5P2;
P04644	RS17_RAT	reviewed	40S ribosomal protein S17	Rattus norvegicus (Rat)	Rps17	NP_058848.2;XP_006226597.1;XP_006243666.1;	P04644;
Q5BJN9	RPRM_RAT	reviewed	Protein reprimo	Rattus norvegicus (Rat)	Rprm	NP_001037741.1;	
Q9QZR6	SEPT9_RAT	reviewed	Septin-9 (Eighth septin) (Eseptin) (Septin-like protein) (SLP)	Rattus norvegicus (Rat)	Septin9	NP_001106969.1;NP_114025.2;NP_789826.2;	Q9QZR6;
P57769	SNX16_RAT	reviewed	Sorting nexin-16	Rattus norvegicus (Rat)	Snx16	NP_071625.2;	
Q5U2S5	SNX24_RAT	reviewed	Sorting nexin-24	Rattus norvegicus (Rat)	Snx24	NP_001008365.1;	Q5U2S5;
Q6AY22	SPAT1_RAT	reviewed	Spermatogenesis-associated protein 1	Rattus norvegicus (Rat)	Spata1	NP_001014199.1;XP_008759739.1;	Q6AY22;
Q9WVC1	SLIT2_RAT	reviewed	Slit homolog 2 protein (Slit-2) (Fragment)	Rattus norvegicus (Rat)	Slit2		
O88280	SLIT3_RAT	reviewed	Slit homolog 3 protein (Slit-3) (Multiple epidermal growth factor-like domains protein 5) (Multiple EGF-like domains protein 5)	Rattus norvegicus (Rat)	Slit3	NP_112611.1;	
Q99N02	SO3A1_RAT	reviewed	Solute carrier organic anion transporter family member 3A1 (Organic anion-transporting polypeptide D) (OATP-D) (Prostaglandin transporter subtype 2) (Sodium-independent organic anion transporter D) (Solute carrier family 21 member 11)	Rattus norvegicus (Rat)	Slco3a1	NP_803434.1;	
Q2YDU8	SPNS1_RAT	reviewed	Protein spinster homolog 1	Rattus norvegicus (Rat)	Spns1	NP_001034297.2 [Q2YDU8-1];XP_017444888.1 [Q2YDU8-1];	
Q9WV48	SHAN1_RAT	reviewed	SH3 and multiple ankyrin repeat domains protein 1 (Shank1) (GKAP/SAPAP-interacting protein) (SPANK-1) (Somatostatin receptor-interacting protein) (SSTR-interacting protein) (SSTRIP) (Synamon)	Rattus norvegicus (Rat)	Shank1	NP_113939.2 [Q9WV48-1];XP_017445247.1 [Q9WV48-1];XP_017445248.1 [Q9WV48-4];XP_017445249.1 [Q9WV48-3];XP_017445250.1 [Q9WV48-5];	Q9WV48;
Q08013	SSRG_RAT	reviewed	Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)	Rattus norvegicus (Rat)	Ssr3	NP_112382.2;	Q08013;
Q9QX27	ST18_RAT	reviewed	Suppression of tumorigenicity 18 protein (C2-HC type zinc finger protein r-MyT3) (Neural zinc finger factor 3) (NZF-3)	Rattus norvegicus (Rat)	St18	NP_695222.2;	
Q8CFM6	STAB2_RAT	reviewed	Stabilin-2 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2) (FEEL-2) (Hyaluronan receptor for endocytosis) [Cleaved into: 175 kDa stabilin-2 (175 kDa hyaluronan receptor for endocytosis)] (Fragment)	Rattus norvegicus (Rat)	Stab2		
P51650	SSDH_RAT	reviewed	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	Rattus norvegicus (Rat)	Aldh5a1		P51650;
P50137	TKT_RAT	reviewed	Transketolase (TK) (EC 2.2.1.1)	Rattus norvegicus (Rat)	Tkt	NP_072114.1;	P50137;
Q91ZW6	TMLH_RAT	reviewed	Trimethyllysine dioxygenase, mitochondrial (EC 1.14.11.8) (Epsilon-trimethyllysine 2-oxoglutarate dioxygenase) (TML hydroxylase) (TML-alpha-ketoglutarate dioxygenase) (TML dioxygenase) (TMLD)	Rattus norvegicus (Rat)	Tmlhe	NP_596878.2 [Q91ZW6-2];XP_006255917.1 [Q91ZW6-1];	Q91ZW6;
Q6P6V7	TCAF3_RAT	reviewed	TRPM8 channel-associated factor 3 (Experimental autoimmune prostatitis antigen 2 homolog)	Rattus norvegicus (Rat)	Tcaf3	NP_001009534.1;	
Q6IM78	TOP1M_RAT	reviewed	DNA topoisomerase I, mitochondrial (TOP1mt) (EC 5.6.2.1)	Rattus norvegicus (Rat)	Top1mt	NP_001002798.1;	
Q6AY46	TRM61_RAT	reviewed	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A) (EC 2.1.1.-) (tRNA(m1A58)-methyltransferase subunit TRMT61A) (tRNA(m1A58)MTase subunit TRMT61A)	Rattus norvegicus (Rat)	Trmt61a	NP_001007707.1;XP_008763160.1;XP_008763197.1;XP_008763198.1;XP_017458788.1;	
Q5M962	TM204_RAT	reviewed	Transmembrane protein 204 (Claudin-like protein 24)	Rattus norvegicus (Rat)	Tmem204	NP_001009620.1;XP_017452554.1;	
P97525	TNR8_RAT	reviewed	Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Lymphocyte activation antigen CD30) (CD antigen CD30)	Rattus norvegicus (Rat)	Tnfrsf8	NP_062008.1;	
P49653	P2RX2_RAT	reviewed	P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor)	Rattus norvegicus (Rat)	P2rx2	NP_446108.2 [P49653-1];	P49653;
Q6AYJ4	REC8_RAT	reviewed	Meiotic recombination protein REC8 homolog (Cohesin Rec8p)	Rattus norvegicus (Rat)	Rec8	NP_001011916.1;	Q6AYJ4;
Q4FZZ1	PXK_RAT	reviewed	PX domain-containing protein kinase-like protein (Modulator of Na,K-ATPase) (MONaKA)	Rattus norvegicus (Rat)	Pxk	NP_877973.1;XP_006251837.1;	Q4FZZ1;
B1H224	PWP3A_RAT	reviewed	PWWP domain-containing DNA repair factor 3A (PWWP3A) (Mutated melanoma-associated antigen 1) (MUM-1) (PWWP domain-containing protein MUM1)	Rattus norvegicus (Rat)	Pwwp3a	XP_006241035.1;XP_006241036.1;XP_006241037.1;	B1H224;
P70550	RAB8B_RAT	reviewed	Ras-related protein Rab-8B	Rattus norvegicus (Rat)	Rab8b	NP_695229.1;	P70550;
Q6P798	RCBT2_RAT	reviewed	RCC1 and BTB domain-containing protein 2 (Chromosome condensation 1-like) (Regulator of chromosome condensation and BTB domain-containing protein 2)	Rattus norvegicus (Rat)	Rcbtb2	NP_954515.1;XP_008769067.1;XP_008769068.1;XP_008769069.1;XP_008769070.1;XP_008769071.1;XP_008769072.1;	
Q641W4	RFC2_RAT	reviewed	Replication factor C subunit 2 (Activator 1 subunit C2)	Rattus norvegicus (Rat)	Rfc2	NP_446238.1;	
Q9JIR4	RIMS1_RAT	reviewed	Regulating synaptic membrane exocytosis protein 1 (Rab-3-interacting molecule 1) (RIM 1)	Rattus norvegicus (Rat)	Rims1	NP_439894.1 [Q9JIR4-2];	Q9JIR4;
P42854	REG3G_RAT	reviewed	Regenerating islet-derived protein 3-gamma (REG-3-gamma) (Pancreatitis-associated protein 3) (Regenerating islet-derived protein III-gamma) (Reg III-gamma) [Cleaved into: Regenerating islet-derived protein 3-gamma 16.5 kDa form; Regenerating islet-derived protein 3-gamma 15 kDa form]	Rattus norvegicus (Rat)	Reg3g	NP_775120.1;	
A1A5R1	RFOX2_RAT	reviewed	RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (RNA-binding motif protein 9) (RNA-binding protein 9)	Rattus norvegicus (Rat)	Rbfox2	NP_001073364.1;	A1A5R1;
Q4G069	RMD1_RAT	reviewed	Regulator of microtubule dynamics protein 1 (RMD-1) (Protein FAM82B)	Rattus norvegicus (Rat)	Rmdn1	NP_001026833.1;	Q4G069;
O55005	ROBO1_RAT	reviewed	Roundabout homolog 1	Rattus norvegicus (Rat)	Robo1	NP_071524.1;	O55005;
Q4G055	RNPC3_RAT	reviewed	RNA-binding region-containing protein 3 (RNA-binding motif protein 40) (RNA-binding protein 40)	Rattus norvegicus (Rat)	Rnpc3	NP_001094280.1;XP_006233273.1;XP_008759646.1;	Q4G055;
Q4V7D2	ROGDI_RAT	reviewed	Protein rogdi homolog	Rattus norvegicus (Rat)	Rogdi	NP_001020035.1;	
P15589	STS_RAT	reviewed	Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase)	Rattus norvegicus (Rat)	Sts	NP_036793.1;	
Q62740	SPP24_RAT	reviewed	Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2)	Rattus norvegicus (Rat)	Spp2	NP_446029.1;	Q62740;
Q5XIF4	SUMO3_RAT	reviewed	Small ubiquitin-related modifier 3 (SUMO-3)	Rattus norvegicus (Rat)	Sumo3	NP_001019466.1;	Q5XIF4;
Q6QGW5	SRA1_RAT	reviewed	Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP)	Rattus norvegicus (Rat)	Sra1	NP_899158.3;	Q6QGW5;
Q6P773	TAF1C_RAT	reviewed	TATA box-binding protein-associated factor, RNA polymerase I, subunit C (TATA box-binding protein-associated factor 1C) (TBP-associated factor 1C) (Transcription initiation factor SL1/TIF-IB subunit C)	Rattus norvegicus (Rat)	Taf1c	NP_001014177.1;	
Q7TMP6	T255A_RAT	reviewed	Transmembrane protein 255A (Protein FAM70A)	Rattus norvegicus (Rat)	Tmem255a		
P21643	T23O_RAT	reviewed	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	Rattus norvegicus (Rat)	Tdo2	NP_071798.1;	P21643;
P36370	TAP1_RAT	reviewed	Antigen peptide transporter 1 (APT1) (EC 7.4.2.-) (ATP-binding cassette sub-family B member 2) (Peptide transporter TAP1)	Rattus norvegicus (Rat)	Tap1		P36370;
Q9JKW1	TIM22_RAT	reviewed	Mitochondrial import inner membrane translocase subunit Tim22	Rattus norvegicus (Rat)	Timm22	NP_116007.1;	
Q811P6	TFB1M_RAT	reviewed	Dimethyladenosine transferase 1, mitochondrial (EC 2.1.1.-) (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1) (mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)	Rattus norvegicus (Rat)	Tfb1m	NP_852139.2;	
Q675B9	TR109_RAT	reviewed	Taste receptor type 2 member 109 (T2R109) (Taste receptor type 2 member 38) (T2R38)	Rattus norvegicus (Rat)	Tas2r109	NP_001074408.1;	
Q6AY25	TMED3_RAT	reviewed	Transmembrane emp24 domain-containing protein 3 (p24 family protein gamma-4) (p24gamma4)	Rattus norvegicus (Rat)	Tmed3	NP_001004249.1;	Q6AY25;
Q68VK5	TSN5_RAT	reviewed	Tetraspanin-5 (Tspan-5) (Transmembrane 4 superfamily member 9)	Rattus norvegicus (Rat)	Tspan5	NP_001004090.2;	Q68VK5;
D3ZKB9	TSH3_RAT	reviewed	Teashirt homolog 3 (Zinc finger protein 537)	Rattus norvegicus (Rat)	Tshz3	NP_001100976.1;	D3ZKB9;
P31503	PO2F1_RAT	reviewed	POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1) (Fragment)	Rattus norvegicus (Rat)	Pou2f1	NP_001094109.1;	
Q6J329	S2547_RAT	reviewed	Solute carrier family 25 member 47 (Hepatocellular carcinoma down-regulated mitochondrial carrier homolog)	Rattus norvegicus (Rat)	Slc25a47	NP_001001509.1;	
Q52KK3	S2551_RAT	reviewed	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A51 (Mitochondrial NAD(+) transporter SLC25A51) (Mitochondrial carrier triple repeat protein 1) (Solute carrier family 25 member 51)	Rattus norvegicus (Rat)	Slc25a51	NP_001019956.1;XP_003749980.1;XP_006238126.1;XP_006238127.1;XP_006238211.1;	
Q9JKM5	S1PR5_RAT	reviewed	Sphingosine 1-phosphate receptor 5 (S1P receptor 5) (S1P5) (Endothelial differentiation G-protein-coupled receptor 8) (Nerve growth factor-regulated G-protein-coupled receptor 1) (NRG-1) (Sphingosine 1-phosphate receptor Edg-8) (S1P receptor Edg-8)	Rattus norvegicus (Rat)	S1pr5	NP_068543.2;XP_006242725.1;XP_006242726.1;XP_006242727.1;	Q9JKM5;
Q5RK27	S12A7_RAT	reviewed	Solute carrier family 12 member 7 (Electroneutral potassium-chloride cotransporter 4) (K-Cl cotransporter 4)	Rattus norvegicus (Rat)	Slc12a7	NP_001013162.2;	Q5RK27;
Q5XIF9	S2534_RAT	reviewed	Solute carrier family 25 member 34	Rattus norvegicus (Rat)	Slc25a34	NP_001013958.2;	
A0JPN2	S39A4_RAT	reviewed	Zinc transporter ZIP4 (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4)	Rattus norvegicus (Rat)	Slc39a4	NP_001071137.1;	A0JPN2;
Q9R1N3	S4A7_RAT	reviewed	Sodium bicarbonate cotransporter 3 (Electroneutral sodium bicarbonate cotransporter 1) (NBC-like protein) (Solute carrier family 4 member 7)	Rattus norvegicus (Rat)	Slc4a7	NP_001257790.1 [Q9R1N3-1];NP_478118.1 [Q9R1N3-2];	Q9R1N3;
Q3SWT5	S41A3_RAT	reviewed	Solute carrier family 41 member 3	Rattus norvegicus (Rat)	Slc41a3	NP_001032569.1;XP_006236937.1;	Q3SWT5;
P27615	SCRB2_RAT	reviewed	Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36)	Rattus norvegicus (Rat)	Scarb2	NP_446453.1;	
Q6AXT8	SF3A2_RAT	reviewed	Splicing factor 3A subunit 2	Rattus norvegicus (Rat)	Sf3a2	NP_001011986.1;XP_006240947.1;XP_006240948.1;XP_017450207.1;	
O88279	SLIT1_RAT	reviewed	Slit homolog 1 protein (Slit-1) (Multiple epidermal growth factor-like domains protein 4) (Multiple EGF-like domains protein 4)	Rattus norvegicus (Rat)	Slit1	NP_075242.1 [O88279-1];	O88279;
Q70EX6	SOAT_RAT	reviewed	Solute carrier family 10 member 6 (Sodium-dependent organic anion transporter)	Rattus norvegicus (Rat)	Slc10a6	NP_932166.1;	
P60192	SNAPN_RAT	reviewed	SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein)	Rattus norvegicus (Rat)	Snapin	NP_001164047.1;	P60192;
Q4FZV2	SFT2B_RAT	reviewed	Vesicle transport protein SFT2B (SFT2 domain-containing protein 2)	Rattus norvegicus (Rat)	Sft2d2	NP_001029183.1;	
Q4QR83	STRA6_RAT	reviewed	Receptor for retinol uptake STRA6 (Retinol-binding protein receptor STRA6) (Stimulated by retinoic acid gene 6 protein homolog)	Rattus norvegicus (Rat)	Stra6	NP_001025095.1;	Q4QR83;
